"Domain","Title","Category"
"onlinedeals.ca","OnlineDealsca  Canadian online shopping deals","Shopping"
"jeevesandthejaguar.com","Jeeves and the Jaguar","Food & Drink"
"emedicalppt.blogspot.fr","Free Online Medical Powerpoint Presentations CollectioneMedical PPT","Arts & Entertainment"
"tcafex.com.clearwebstats.com","tcafexcom  Tcafenet   ","Arts & Entertainment"
"davenport.fl.house.info","Davenport Apartments Davenport  Real Estate  Houseinfo","Real Estate"
"mask.ezinemark.com","mask ","Arts & Entertainment"
"moviesguidepro.com","Watch Free Movies Online  Movies Guide Pro  Watch Free Movies Online 8211 Movies Guide Pro","Arts & Entertainment"
"proxypress.ga","Latest Proxy News Proxy List and and Proxy Resources  Proxy Press","News"
"drugs-about.com","Pharmaceutical online databases pharmaceutical drugs and medications health care products companies active ingredients classification systems","Health"
"18tamil.com.clearwebstats.com","18tamilcom  Tamil Adult World  18Tamilcom","News"
"miami.fl.house.info","Miami Real Estate Miami Rentals  Houseinfo","Real Estate"
"bowsandscapes.com.clearwebstats.com","bowsandscapescom  ","Arts & Entertainment"
"medgidia.bizyo.ro","Anunturi gratuite Medgidia","Arts & Entertainment"
"webcache.googleusercontent.com","Google","Internet & Telecom"
"peacock-wedding.blogspot.com.au","Peacock Wedding Ideas and Supplies","Arts & Entertainment"
"translate.google.co.ve","httptranslategooglecove","Arts & Entertainment"
"consumer.ezinemark.com","consumer ","Arts & Entertainment"
"documentaryheaven.com","Watch Free Documentaries Online  Documentary Heaven","Arts & Entertainment"
"mbatop.blogspot.com","MBA NOTESMBA NOTES","Arts & Entertainment"
"infection.ezinemark.com","infection ","Arts & Entertainment"
"macoy-binisaya.blogspot.com","BINISAYA UG UBAN PA","News"
"feedage.com","RSS feed Directory  Feedagecom","Internet & Telecom"
"bulkhumor.blogspot.com.ar","Daily Doze of Laugh","News"
"top10pinyinlyrics.blogspot.com.br","TOP 10 PINYIN LYRICS","Arts & Entertainment"
"webcache.googleusercontent.com","Google","Internet & Telecom"
"riesansroid.blogspot.com","Android Apk","Online Communities"
"aguascalientes.sumavisos.com.mx","Propiedades en Aguascalientes Autos en Aguascalientes Empleos en Aguascalientes Avisos gratis en Aguascalientes  Sumavisos","Shopping"
"trendygadget.com","Trendy Gadget","Computers & Electronics"
"minmit.com","Home  MinMit","Home & Garden"
"kuntalrajmusic.com.clearwebstats.com","kuntalrajmusiccom  Hindi Film Instrumental Songs  Kuntal Raj Music","Arts & Entertainment"
"nikitaverma.articlealley.com","Nikita Verma Article author","Online Communities"
"webfemulate.blogspot.co.uk","tHe Art oF feMuLate ","Food & Drink"
"netvibes.com","Netvibes  Social Media Monitoring Analytics and Alerts Dashboard","News"
"sibiuoras.bizyo.ro","Anunturi gratuite Sibiu","Arts & Entertainment"
"forum.lowyat.net","LowyatNET  Insanely Addictive Malaysia Forum","Online Communities"
"tvservicemenu.blogspot.com","All TV Service Menu Code","Computers & Electronics"
"thelip.tv","TheLiptv","Arts & Entertainment"
"guadalupe-estado-de-zacatecas.sumavisos.com.mx","Propiedades en Guadalupe Autos en Guadalupe Empleos en Guadalupe Avisos gratis en Guadalupe  Sumavisos","Shopping"
"rumimiami.com","Miami Florida","Arts & Entertainment"
"instructables.com","Instructables  DIY How To Make Instructions","Home & Garden"
"solarlune-gameup.blogspot.ie","Game Up Game Development Blog","Games"
"tvservicemenu.blogspot.com.tr","All TV Service Menu Code","Computers & Electronics"
"buffalo.mn.house.info","Buffalo Real Estate Buffalo MN Rentals  Houseinfo","Real Estate"
"search.aol.com","AOL Search","Food & Drink"
"allschat.blogspot.com","Chat Room","Autos & Vehicles"
"vita-volunteers.org","VITA Volunteer Income Tax Assistance 2009  2010","Finance"
"sleepingshouldbeeasy.com","Sleeping Should Be Easy  Everything I039m learning about being a mom","Lifestyles"
"mediamarkaz.com","Error 404 Not Found1","Food & Drink"
"freedownloadmovies4u.blogspot.co.uk","Free download Movie free movie rapidshare where to download movies for free free movies to download","Arts & Entertainment"
"dailyupdateinteriorhousedesign.blogspot.it","Daily Update Interior House Design","Home & Garden"
"news.uspress.work","US Daily Headline News  Top Stories  US Daily","News"
"poempoetry.blogspot.in","Poems amp Poetry","News"
"desktopnexus.com","Desktop Nexus Wallpapers  Background Images Wallpaper Desktop Wallpapers Computer Backgrounds","Online Communities"
"gettinghighonhydrocodoneforum.home212.com","Getting High On Hydrocodone Forum  home212com","Arts & Entertainment"
"forum.hovatek.com","Hovatek Forum","Online Communities"
"megandmartinmen.blogspot.fr","meg amp the martin men","News"
"downloadmydriver.blogspot.pt","download my driver","Computers & Electronics"
"s2.excoboard.com","500  Internal server error","Food & Drink"
"strathroy.ca.adsdeck.net","Real estate in Strathroy Cars in Strathroy Jobs in Strathroy Free ads in Strathroy  AdsDeck Canada","Shopping"
"ka3.blogspot.ca","Technology in Africa","Arts & Entertainment"
"kikfriends.com","kik friends  Find Kik usernames","Autos & Vehicles"
"download.html5xcss3.com","","Arts & Entertainment"
"stumbleupon.com","Explore more Web pages photos and videos  StumbleUponcom","Internet & Telecom"
"pdfpedia.com","PDF Pedia  Free PDF File and Document Sharing","Online Communities"
"chorcongress.blogspot.in","ChorCongress Slaves of Sonia Maino and Italian Mafias","Food & Drink"
"translate.google.com.br","httptranslategooglecombr","Arts & Entertainment"
"newbodypainting2014.blogspot.com","New Body Painting 2014","Autos & Vehicles"
"carros.donkiz.com.pt","Classificados automveis em Portugal  Donkiz  mecanismo de busca carros motos motorhome e assim por diante","Shopping"
"reward.ezinemark.com","reward ","Arts & Entertainment"
"taktarane.ir.clearwebstats.com","taktaraneir       ","Arts & Entertainment"
"mythbusters.com","Mythbusters  Not affiliated with the TV show","Arts & Entertainment"
"showyai.com.clearwebstats.com","showyaicom          ","Arts & Entertainment"
"netmasterworld.blogspot.com","Net Master World ","News"
"inceptionending.com","Inception Ending","Arts & Entertainment"
"translate.google.com","httptranslategooglecom","Arts & Entertainment"
"medievalcastles.stormthecastle.com","Medieval Castles Home Page","Sports"
"scribook.com","Avenues To Creating Wealth","Autos & Vehicles"
"directlineholidays.articlealley.com","directlineholidayscouk Article author","Online Communities"
"search.aol.com","AOL Search","Food & Drink"
"bmxlog.com","Index of ","Lifestyles"
"relief.ezinemark.com","relief ","Arts & Entertainment"
"php-jquery-javascript-ajax.blogspot.in","  PHP MySqlJavascript  Jquery HTMLCSSAndroid iPhone  Drupal","Internet & Telecom"
"earnonlinefromhomejobs.blogspot.com.br","Earn online from home","Arts & Entertainment"
"i-entertainment.co.uk","Impact Entertainment Magazine Online  Entertainment Magazine","Arts & Entertainment"
"cjwebx.com","CJWebXcom  Download Free Premium Themes Templates Scripts Graphics Vectors eBook WSO and many other ","Arts & Entertainment"
"historyoftennis.net","HistoryofTennisnet  The History of Tennis","Arts & Entertainment"
"abingdon.va.house.info","Abingdon Real Estate Abingdon VA Rentals  Houseinfo","Real Estate"
"latestonlinemovies1.blogspot.in","WATCH ONLINE MOVIES","Arts & Entertainment"
"penticton.bc.house.info","Penticton Real Estate Penticton Rentals  Houseinfo","Real Estate"
"nikelas.ro"," 403 Forbidden","Arts & Entertainment"
"dreamdialogues.blogspot.in","Dream Dialogues","Arts & Entertainment"
"peacewisher.blogspot.co.uk","Peace Wisher","Arts & Entertainment"
"nyportraits.blogspot.it","New York Portraits","Travel"
"suche.gmx.net","GMX Suche  Startseite","Arts & Entertainment"
"guarenas.sumavisos.com.ve","Propiedades en Guarenas Autos en Guarenas Empleos en Guarenas Avisos gratis en Guarenas  Sumavisos Venezuela","Shopping"
"findlegaladvice.org","FindLegalAdvice","Arts & Entertainment"
"la-pastora-estado-lara6.sumavisos.com.ve","Propiedades en La Pastora Autos en La Pastora Empleos en La Pastora Avisos gratis en La Pastora  Sumavisos Venezuela","Shopping"
"moviescrowd.com","All things Movie and TV","Arts & Entertainment"
"czechcasting.net.clearwebstats.com","czechcastingnet  Czech Casting","Arts & Entertainment"
"whitening-health.us","fit health","Health"
"parenting.leehansen.com","Crafts Coloring Books Clip Art Printables Recipes and Family Friendly Articles","Food & Drink"
"garena.tw.clearwebstats.com","garenatw  Garena","Arts & Entertainment"
"fithealth.co","fit health","Health"
"dota-throne.com","Error 404 Not Found1","Food & Drink"
"webcache.googleusercontent.com","Google","Internet & Telecom"
"kunalvahalia.articlealley.com","Kunal Vahalia Article author","Online Communities"
"box-p4p.com.clearwebstats.com","boxp4pcom  ","Arts & Entertainment"
"takmovie7.ir.clearwebstats.com","takmovie7ir  TakMovie vip Service","Computers & Electronics"
"ionesport.com","Home  ionesport","Home & Garden"
"breatheheavy.com","BreatheHeavycom  The very best news in pop music","Arts & Entertainment"
"cms.vipology.com","Vipology Inc","Internet & Telecom"
"android-codes-examples.blogspot.fr","Android Codes","Online Communities"
"ivideosnsongs.blogspot.in","GREAT VIDEOS HUB","Arts & Entertainment"
"premium-recipes.blogspot.com","Premium Recipes","Food & Drink"
"tttchannel.blogspot.com.tr","TTT Channel  Tuts Tips amp Tricks","News"
"dodgefanclub.blogspot.com","Dodge Fan Club","Arts & Entertainment"
"firstindiaschoolofbu.articlealley.com","first India school of Business Article author","News"
"importantpopculture.blogspot.ca","Important Pop Culture","Arts & Entertainment"
"webcache.googleusercontent.com","Google","Internet & Telecom"
"4regularfolks.com","4 Regular Folks  How to articles Videos Product reviews amp more","Arts & Entertainment"
"videorani.net.clearwebstats.com","videoraninet  ","Arts & Entertainment"
"33credit.com.clearwebstats.com","33creditcom  ","Arts & Entertainment"
"driverdownloadonline.blogspot.de","DOWNLOAD DRIVER","Computers & Electronics"
"fullfilms.in","Full Films           Entertainment Junction        ","Arts & Entertainment"
"naturalhomemadesoap.com","Natural Homemade Soap and Soap Making Supply Store","Arts & Entertainment"
"external.informer.com","Surly keeping usergenerated outbound links under control","Computers & Electronics"
"webcache.googleusercontent.com","Google","Internet & Telecom"
"tea.home313.com","Tea  home313com","Arts & Entertainment"
"a1articles.com","Article directory submit and find free articles on A1articles","Online Communities"
"alblushibaloch.blogspot.fr","All Software Free Download","Computers & Electronics"
"natures-heal.blogspot.com","Miracle in Nature","Arts & Entertainment"
"expertwaterheaters.com","Hot Water Heater Prices Pump Pool Boiler Repairs Best Gas Heater","Internet & Telecom"
"aircompressors.guidestobuy.com","Air Compressors Cheap Air Compressors Low Price Air Compressors Free Shipping Air Compressors Inexpensive Air Compressors","Internet & Telecom"
"randomhumours.blogspot.nl","Random Humours","Online Communities"
"pomskypuppiespics.blogspot.com","Pomsky Puppies Pictures","Arts & Entertainment"
"homeimprovementandrepairadvice.com","Get the free advice you need to complete your home improvement and repair projects","Home & Garden"
"userstyles.org","Restyle the web with Stylish  userstylesorg","Internet & Telecom"
"zapytaj.onet.pl"," Zapytajonetpl ","Arts & Entertainment"
"baudette.mn.house.info","Baudette Real Estate Baudette MN Rentals  Houseinfo","Real Estate"
"worlds-4-free.blogspot.ae","Worlds 4 Free","Online Communities"
"bazarlisete.blogspot.in","Bazarlisete Wedding","Lifestyles"
"reflectionofgod.com","Reflection of God","News"
"go-fash.blogspot.ie","GoFashion","Arts & Entertainment"
"clothing-accessories.esy.es","403 Forbidden","Arts & Entertainment"
"stumbleupon.com","Explore more Web pages photos and videos  StumbleUponcom","Internet & Telecom"
"picbum.com","","Arts & Entertainment"
"whitening-health.us","fit health","Health"
"endlessnovel.com","EndlessNovel  Life is an endless novel","Food & Drink"
"vyom.articlealley.com","Vyom Article author","Online Communities"
"tellynewser.blogspot.co.uk","Tellynewser News on SA News","Arts & Entertainment"
"cwahi.net","Free Web Hosting  Unlimited Web Space and Transfer with PHP Mysql and No Popups or Banners","Internet & Telecom"
"doral.fl.house.info","Doral Real Estate Doral FL Rentals  Houseinfo","Real Estate"
"clujnapoca.bizyo.ro","Anunturi gratuite ClujNapoca","Arts & Entertainment"
"orlinas.com.clearwebstats.com","orlinascom  Bras That Fit  Push Up Bra That Pushes In Support Bra That Hides Fat","Arts & Entertainment"
"search.aol.com","AOL Search","Food & Drink"
"j.ddns.ms","","Arts & Entertainment"
"know-hosting.com","KnowHostingcom  Help with Web Hosting  Linux  Windows Server","Internet & Telecom"
"the-best-golf-swing-information.com","Golf Swing Instruction","Arts & Entertainment"
"ww.letsgodigital.es","title xmlnsBuy digital cameras","Computers & Electronics"
"diablo3ladder.com","Diablo 3 RoS World Clans Leaderboard","News"
"mivalley.net.clearwebstats.com","mivalleynet  ","Arts & Entertainment"
"celebrety-pics.blogspot.com","Celebrities Pictures","Arts & Entertainment"
"simplefitnessforsimplepeople.blogspot.com","Simple Fitness for Simple People","Food & Drink"
"galwaycafeguide.com","Galway Cafe Guide","Autos & Vehicles"
"webcache.googleusercontent.com","Google","Internet & Telecom"
"translate.google.com.br","httptranslategooglecombr","Arts & Entertainment"
"plantasfloresyvida.blogspot.com.es","Plantasflores y vida","Arts & Entertainment"
"idea.ezinemark.com","idea ","Food & Drink"
"learn-one-thing-a-day.blogspot.dk","Learn One Thing A Day","Food & Drink"
"a1bdresult.blogspot.com","All Result of Bangladesh","Lifestyles"
"redalertbeauro.blogspot.com","RedAlert","Arts & Entertainment"
"medicalbooksvivek.blogspot.com.es","download free medical books","Arts & Entertainment"
"juliantrubin.com","The Orchid Grower A Juvenile Science Adventure Novel","Books & Literature"
"stumbleupon.com","Explore more Web pages photos and videos  StumbleUponcom","Internet & Telecom"
"dogkennelaccessories.com","Dog Kennel Accessories and Crate Supplies  Buy Kennel flooring Dog Bed Crate Covers Water Bowls Portable Fans Pet Stairs food bowls","Food & Drink"
"looking-best-friend.blogspot.sg","Looking Best Friend","Internet & Telecom"
"stumbleupon.com","Explore more Web pages photos and videos  StumbleUponcom","Internet & Telecom"
"codecatcher.blogspot.in","CodeCatcher Free Download  Computer Game Software with IT Tips amp Tricks Blogs","Computers & Electronics"
"3dwallpaperviews.blogspot.com","Wallpaper Desk Wallpaper Desk","Online Communities"
"translate.google.ru","httptranslategoogleru","Arts & Entertainment"
"almanac.com","Old Farmers Almanac weather forecasts gardening moon calendar recipes","Food & Drink"
"ekcastings.com.clearwebstats.com","ekcastingscom  EK Castings","Arts & Entertainment"
"shorthaircuts-forwomen.blogspot.co.uk","Short Haircuts for Women","Online Communities"
"pathagar.net.clearwebstats.com","pathagarnet  Access denied  wwwPathagarNet","Arts & Entertainment"
"flyair1.com","Cheap Airfares","Internet & Telecom"
"bikersgadget.com.clearwebstats.com","bikersgadgetcom  ","Arts & Entertainment"
"workingdogs.com","Working Dogs Cyberzine  The ultimate information resource for real dogs and their people","News"
"san-felipe-estado-yaracuy.sumavisos.com.ve","","Arts & Entertainment"
"guitarbackingtrack.com","Free Guitar Backing Tracks  GuitarBackingTrackcom","Arts & Entertainment"
"leoysusleones.blogspot.com.ar","Leo y sus leones","Arts & Entertainment"
"shahahdroid.blogspot.in","Android Application","Internet & Telecom"
"basic-programming-tips.blogspot.com","Programming Tips","Computers & Electronics"
"neowin.net","Neowin","Arts & Entertainment"
"contract.ezinemark.com","contract ","Arts & Entertainment"
